watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769888109909,"pid":1,"hostname":"f0b70aec8ae7","msg":"Event received: session.qrcode"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889085269,"pid":1,"hostname":"f0b70aec8ae7","msg":"Client Connected (userId: 1, socketId: 6n65eRkKUMgfYraOAAAr)"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889085270,"pid":1,"hostname":"f0b70aec8ae7","msg":"A client joined notification channel"}
watink_backend.1.coseijfvdbb3@docker-desktop    | [DEBUG] 2026-01-31T19:51:25.705Z - GET /tickets?pageNumber=1&showAll=true&queueIds=[]&isGroup=true
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889085705,"pid":1,"hostname":"f0b70aec8ae7","msg":"GET /tickets?pageNumber=1&showAll=true&queueIds=[]&isGroup=true"}
watink_backend.1.coseijfvdbb3@docker-desktop    | [DEBUG] 2026-01-31T19:51:25.707Z - GET /tickets?pageNumber=1&status=pending&queueIds=[]&isGroup=false
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889085707,"pid":1,"hostname":"f0b70aec8ae7","msg":"GET /tickets?pageNumber=1&status=pending&queueIds=[]&isGroup=false"}
watink_backend.1.coseijfvdbb3@docker-desktop    | [DEBUG] 2026-01-31T19:51:25.709Z - GET /tickets?pageNumber=1&status=open&showAll=true&queueIds=[]&isGroup=false
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889085709,"pid":1,"hostname":"f0b70aec8ae7","msg":"GET /tickets?pageNumber=1&status=open&showAll=true&queueIds=[]&isGroup=false"}
watink_backend.1.coseijfvdbb3@docker-desktop    | [DEBUG] 2026-01-31T19:51:26.263Z - GET /
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889086263,"pid":1,"hostname":"f0b70aec8ae7","msg":"GET /"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889099056,"pid":1,"hostname":"f0b70aec8ae7","msg":"Client disconnected (userId: 1, socketId: vZVwBxYmetdBZPk9AAAn)"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889099056,"pid":1,"hostname":"f0b70aec8ae7","msg":"Client disconnected (userId: 1, socketId: NrYO6mJJPTpTjkZKAAAp)"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889099056,"pid":1,"hostname":"f0b70aec8ae7","msg":"Client disconnected (userId: 1, socketId: 6n65eRkKUMgfYraOAAAr)"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889099083,"pid":1,"hostname":"f0b70aec8ae7","msg":"Socket Connection Attempt"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889099083,"pid":1,"hostname":"f0b70aec8ae7","msg":"[Socket Debug] Final Token provided: YES"}
watink_backend.1.coseijfvdbb3@docker-desktop    | [DEBUG] 2026-01-31T19:51:39.094Z - GET /settings
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889099095,"pid":1,"hostname":"f0b70aec8ae7","msg":"GET /settings"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889099166,"pid":1,"hostname":"f0b70aec8ae7","msg":"[UserOnline] User 1 connected via socket aPJv9wcf8zsM1ceqAAAt"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889099166,"pid":1,"hostname":"f0b70aec8ae7","msg":"Client Connected (userId: 1, socketId: aPJv9wcf8zsM1ceqAAAt)"}
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] Fetching installed plugins for tenant: 550e8400-e29b-41d4-a716-446655440000
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] Found 6 active installations
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] - Plugin: clientes, Status: active
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] - Plugin: helpdesk, Status: active
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] - Plugin: smtp, Status: active
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] - Plugin: webchat, Status: active
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] - Plugin: whatsmeow, Status: active
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] - Plugin: engine-papi, Status: active
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] Returning active slugs: ["clientes","helpdesk","smtp","webchat","whatsmeow","engine-papi"]
watink_backend.1.coseijfvdbb3@docker-desktop    | [DEBUG] 2026-01-31T19:51:40.594Z - GET /settings
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889100594,"pid":1,"hostname":"f0b70aec8ae7","msg":"GET /settings"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889113911,"pid":1,"hostname":"f0b70aec8ae7","msg":"Event received: message.received"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889113911,"pid":1,"hostname":"f0b70aec8ae7","msg":"[EventListener] handleMessageReceived: {\"sessionId\":3,\"message\":{\"id\":\"ACBF3D0AB2CA80C413B0C234F4B89AEC\",\"from\":\"120363406005093059@g.us\",\"to\":\"120363406005093059@g.us\",\"body\":\"sim cheguei no escritorio. 2 clientes aqui.. quando olho 500 mensagens e o povo querendo fazer mais um meet 🤯🤯🤯🤯\",\"fromMe\":false,\"isGroup\":true,\"type\":\"chat\",\"timestamp\":1769889116,\"hasMedia\":false,\"pushName\":\"Leonardo Freire\",\"participant\":\"559196086820@s.whatsapp.net\",\"profilePicUrl\":\"https://pps.whatsapp.net/v/t61.24694-24/324026639_804606201109974_7747392060360592349_n.jpg?ccb=11-4&oh=01_Q5Aa3gE7GOajZM1BeIT_G-q1DyIvenub4BY49u3hnOwLw2IELg&oe=698B73EB&_nc_sid=5e03e0&_nc_cat=100\",\"senderLid\":\"60808281243793@lid\",\"quotedMsgId\":\"3EB05F5667B7524BF0F4CA\",\"quotedMsg\":{\"id\":\"3EB05F5667B7524BF0F4CA\",\"body\":\"entrei ha pouco tempo, fui ali, voltei, 500 msgs\",\"participant\":\"125245558104177@lid\",\"type\":\"conversation\"}}}"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889114005,"pid":1,"hostname":"f0b70aec8ae7","msg":"[CreateMessageService] Emitted appMessage create for msg ACBF3D0AB2CA80C413B0C234F4B89AEC ticket 58"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889116249,"pid":1,"hostname":"f0b70aec8ae7","msg":"Client disconnected (userId: 1, socketId: aPJv9wcf8zsM1ceqAAAt)"}
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] Fetching installed plugins for tenant: 550e8400-e29b-41d4-a716-446655440000
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] Found 6 active installations
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] - Plugin: clientes, Status: active
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] - Plugin: helpdesk, Status: active
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] - Plugin: smtp, Status: active
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] - Plugin: webchat, Status: active
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] - Plugin: whatsmeow, Status: active
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] - Plugin: engine-papi, Status: active
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] Returning active slugs: ["clientes","helpdesk","smtp","webchat","whatsmeow","engine-papi"]
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889121756,"pid":1,"hostname":"f0b70aec8ae7","msg":"Event received: message.received"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889121756,"pid":1,"hostname":"f0b70aec8ae7","msg":"[EventListener] handleMessageReceived: {\"sessionId\":3,\"message\":{\"id\":\"AC5E711A4706DD0F72841D9F476CF267\",\"from\":\"120363324400552303@g.us\",\"to\":\"120363324400552303@g.us\",\"body\":\"Easypanel foge disso moss\",\"fromMe\":false,\"isGroup\":true,\"type\":\"chat\",\"timestamp\":1769889123,\"hasMedia\":false,\"pushName\":\"Rafael Cunha\",\"participant\":\"556696732359@s.whatsapp.net\",\"profilePicUrl\":\"\",\"senderLid\":\"11368895926469@lid\"}}"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889121821,"pid":1,"hostname":"f0b70aec8ae7","msg":"[CreateMessageService] Emitted appMessage create for msg AC5E711A4706DD0F72841D9F476CF267 ticket 25"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889124532,"pid":1,"hostname":"f0b70aec8ae7","msg":"Client disconnected (userId: 1, socketId: 0r8nzrH1J_2yCKyEAAAk)"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889124533,"pid":1,"hostname":"f0b70aec8ae7","msg":"Client disconnected (userId: 1, socketId: maG3yK2X-7EZs_uPAAAl)"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889124533,"pid":1,"hostname":"f0b70aec8ae7","msg":"Client disconnected (userId: 1, socketId: T0Lr6RSKbuW3is3DAAAj)"}
watink_backend.1.coseijfvdbb3@docker-desktop    | [DEBUG] 2026-01-31T19:52:05.079Z - POST /auth/refresh_token
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889125079,"pid":1,"hostname":"f0b70aec8ae7","msg":"POST /auth/refresh_token"}
watink_backend.1.coseijfvdbb3@docker-desktop    | [DEBUG] 2026-01-31T19:52:05.409Z - GET /settings
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889125410,"pid":1,"hostname":"f0b70aec8ae7","msg":"GET /settings"}
watink_backend.1.coseijfvdbb3@docker-desktop    | [DEBUG] 2026-01-31T19:52:05.433Z - GET /whatsapp/
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889125434,"pid":1,"hostname":"f0b70aec8ae7","msg":"GET /whatsapp/"}
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] Fetching installed plugins for tenant: 550e8400-e29b-41d4-a716-446655440000
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889125565,"pid":1,"hostname":"f0b70aec8ae7","msg":"Socket Connection Attempt"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889125566,"pid":1,"hostname":"f0b70aec8ae7","msg":"[Socket Debug] Final Token provided: YES"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889125568,"pid":1,"hostname":"f0b70aec8ae7","msg":"Socket Connection Attempt"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889125568,"pid":1,"hostname":"f0b70aec8ae7","msg":"[Socket Debug] Final Token provided: YES"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889125571,"pid":1,"hostname":"f0b70aec8ae7","msg":"Socket Connection Attempt"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889125571,"pid":1,"hostname":"f0b70aec8ae7","msg":"[Socket Debug] Final Token provided: YES"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889125667,"pid":1,"hostname":"f0b70aec8ae7","msg":"[UserOnline] User 1 connected via socket puHGbbhs4mYznFpoAAAy"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889125668,"pid":1,"hostname":"f0b70aec8ae7","msg":"[UserOnline] User 1 connected via socket xBgnGZiQQb0yMNbGAAAz"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889125668,"pid":1,"hostname":"f0b70aec8ae7","msg":"[UserOnline] User 1 connected via socket yvt6HvLM9P4P5pWQAAA0"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889125668,"pid":1,"hostname":"f0b70aec8ae7","msg":"Client Connected (userId: 1, socketId: puHGbbhs4mYznFpoAAAy)"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889125668,"pid":1,"hostname":"f0b70aec8ae7","msg":"Client Connected (userId: 1, socketId: xBgnGZiQQb0yMNbGAAAz)"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889125668,"pid":1,"hostname":"f0b70aec8ae7","msg":"Client Connected (userId: 1, socketId: yvt6HvLM9P4P5pWQAAA0)"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889125686,"pid":1,"hostname":"f0b70aec8ae7","msg":"A client joined notification channel"}
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] Found 6 active installations
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] - Plugin: clientes, Status: active
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] - Plugin: helpdesk, Status: active
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] - Plugin: smtp, Status: active
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] - Plugin: webchat, Status: active
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] - Plugin: whatsmeow, Status: active
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] - Plugin: engine-papi, Status: active
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] Returning active slugs: ["clientes","helpdesk","smtp","webchat","whatsmeow","engine-papi"]
watink_backend.1.coseijfvdbb3@docker-desktop    | [DEBUG] 2026-01-31T19:52:05.975Z - GET /tickets?withUnreadMessages=true
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889125975,"pid":1,"hostname":"f0b70aec8ae7","msg":"GET /tickets?withUnreadMessages=true"}
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] Fetching installed plugins for tenant: 550e8400-e29b-41d4-a716-446655440000
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] Found 6 active installations
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] - Plugin: clientes, Status: active
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] - Plugin: helpdesk, Status: active
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] - Plugin: smtp, Status: active
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] - Plugin: webchat, Status: active
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] - Plugin: whatsmeow, Status: active
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] - Plugin: engine-papi, Status: active
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] Returning active slugs: ["clientes","helpdesk","smtp","webchat","whatsmeow","engine-papi"]
watink_backend.1.coseijfvdbb3@docker-desktop    | [DEBUG] 2026-01-31T19:52:10.587Z - GET /whatsapp/5
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889130587,"pid":1,"hostname":"f0b70aec8ae7","msg":"GET /whatsapp/5"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889130772,"pid":1,"hostname":"f0b70aec8ae7","msg":"Socket Connection Attempt"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889130772,"pid":1,"hostname":"f0b70aec8ae7","msg":"[Socket Debug] Final Token provided: YES"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889130775,"pid":1,"hostname":"f0b70aec8ae7","msg":"[UserOnline] User 1 connected via socket 5cOzI8-dCfLwVH5KAAA2"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889130775,"pid":1,"hostname":"f0b70aec8ae7","msg":"Client Connected (userId: 1, socketId: 5cOzI8-dCfLwVH5KAAA2)"}
watink_backend.1.coseijfvdbb3@docker-desktop    | [DEBUG] 2026-01-31T19:52:13.872Z - DELETE /whatsapp/5
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889133872,"pid":1,"hostname":"f0b70aec8ae7","msg":"DELETE /whatsapp/5"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889133912,"pid":1,"hostname":"f0b70aec8ae7","msg":"[RabbitMQ] Publishing command to wbot.550e8400-e29b-41d4-a716-446655440000.5.session.stop on exchange wbot.commands"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889133914,"pid":1,"hostname":"f0b70aec8ae7","msg":"Session stop command published for WhatsApp ID 5"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889133982,"pid":1,"hostname":"f0b70aec8ae7","msg":"Client disconnected (userId: 1, socketId: 5cOzI8-dCfLwVH5KAAA2)"}
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] Fetching installed plugins for tenant: 550e8400-e29b-41d4-a716-446655440000
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] Found 6 active installations
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] - Plugin: clientes, Status: active
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] - Plugin: helpdesk, Status: active
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] - Plugin: smtp, Status: active
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] - Plugin: webchat, Status: active
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] - Plugin: whatsmeow, Status: active
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] - Plugin: engine-papi, Status: active
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] Returning active slugs: ["clientes","helpdesk","smtp","webchat","whatsmeow","engine-papi"]
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889135038,"pid":1,"hostname":"f0b70aec8ae7","msg":"Event received: message.received"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889135038,"pid":1,"hostname":"f0b70aec8ae7","msg":"[EventListener] handleMessageReceived: {\"sessionId\":3,\"message\":{\"id\":\"AC23372396CFA119229D98C5170F6F02\",\"from\":\"120363406005093059@g.us\",\"to\":\"120363406005093059@g.us\",\"body\":\"a cabeça ainda nao absorveu tudo do meet que teve de manha\",\"fromMe\":false,\"isGroup\":true,\"type\":\"chat\",\"timestamp\":1769889137,\"hasMedia\":false,\"pushName\":\"Leonardo Freire\",\"participant\":\"559196086820@s.whatsapp.net\",\"profilePicUrl\":\"https://pps.whatsapp.net/v/t61.24694-24/324026639_804606201109974_7747392060360592349_n.jpg?ccb=11-4&oh=01_Q5Aa3gE7GOajZM1BeIT_G-q1DyIvenub4BY49u3hnOwLw2IELg&oe=698B73EB&_nc_sid=5e03e0&_nc_cat=100\",\"senderLid\":\"60808281243793@lid\"}}"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889135162,"pid":1,"hostname":"f0b70aec8ae7","msg":"[CreateMessageService] Emitted appMessage create for msg AC23372396CFA119229D98C5170F6F02 ticket 58"}
watink_backend.1.coseijfvdbb3@docker-desktop    | [DEBUG] 2026-01-31T19:52:17.047Z - GET /whatsapp/4
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889137047,"pid":1,"hostname":"f0b70aec8ae7","msg":"GET /whatsapp/4"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889137062,"pid":1,"hostname":"f0b70aec8ae7","msg":"Socket Connection Attempt"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889137062,"pid":1,"hostname":"f0b70aec8ae7","msg":"[Socket Debug] Final Token provided: YES"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889137067,"pid":1,"hostname":"f0b70aec8ae7","msg":"[UserOnline] User 1 connected via socket GhV-a4CwmcOPQ70BAAA4"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889137067,"pid":1,"hostname":"f0b70aec8ae7","msg":"Client Connected (userId: 1, socketId: GhV-a4CwmcOPQ70BAAA4)"}
watink_backend.1.coseijfvdbb3@docker-desktop    | [DEBUG] 2026-01-31T19:52:19.833Z - DELETE /whatsapp/4
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889139833,"pid":1,"hostname":"f0b70aec8ae7","msg":"DELETE /whatsapp/4"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889139867,"pid":1,"hostname":"f0b70aec8ae7","msg":"[RabbitMQ] Publishing command to wbot.550e8400-e29b-41d4-a716-446655440000.4.session.stop on exchange wbot.commands"}
